requestedUrl,finalUrl,category,name,title,type,score
"https://turnitin.com/","https://www.turnitin.com/","Best Practices","inspector-issues","Issues were logged in the `Issues` panel in Chrome Devtools","binary","0"
"https://turnitin.com/","https://www.turnitin.com/","SEO","seo-score","Overall SEO Category Score","numeric","0.8"
"https://turnitin.com/","https://www.turnitin.com/","SEO","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://turnitin.com/","https://www.turnitin.com/","SEO","document-title","Document has a `<title>` element","binary","1"
"https://turnitin.com/","https://www.turnitin.com/","SEO","meta-description","Document has a meta description","binary","1"
"https://turnitin.com/","https://www.turnitin.com/","SEO","http-status-code","Page has successful HTTP status code","binary","1"
"https://turnitin.com/","https://www.turnitin.com/","SEO","link-text","Links do not have descriptive text","binary","0"
"https://turnitin.com/","https://www.turnitin.com/","SEO","crawlable-anchors","Links are crawlable","binary","1"
"https://turnitin.com/","https://www.turnitin.com/","SEO","is-crawlable","Page isn’t blocked from indexing","binary","1"
"https://turnitin.com/","https://www.turnitin.com/","SEO","robots-txt","robots.txt is valid","binary","1"
"https://turnitin.com/","https://www.turnitin.com/","SEO","image-alt","Image elements do not have `[alt]` attributes","binary","0"
"https://turnitin.com/","https://www.turnitin.com/","SEO","hreflang","Document has a valid `hreflang`","binary","1"
"https://turnitin.com/","https://www.turnitin.com/","SEO","canonical","Document has a valid `rel=canonical`","notApplicable","-1"
"https://turnitin.com/","https://www.turnitin.com/","SEO","font-size","Document uses legible font sizes","binary","1"
"https://turnitin.com/","https://www.turnitin.com/","SEO","plugins","Document avoids plugins","binary","1"
"https://turnitin.com/","https://www.turnitin.com/","SEO","tap-targets","Tap targets are not sized appropriately","binary","0.39"
"https://turnitin.com/","https://www.turnitin.com/","SEO","structured-data","Structured data is valid","manual","-1"
"https://turnitin.com/","https://www.turnitin.com/","Progressive Web App","pwa-score","Overall Progressive Web App Category Score","numeric","0.42"
"https://turnitin.com/","https://www.turnitin.com/","Progressive Web App","installable-manifest","Web app manifest or service worker do not meet the installability requirements","binary","0"
"https://turnitin.com/","https://www.turnitin.com/","Progressive Web App","service-worker","Does not register a service worker that controls page and `start_url`","binary","0"
"https://turnitin.com/","https://www.turnitin.com/","Progressive Web App","redirects-http","Redirects HTTP traffic to HTTPS","binary","1"
"https://turnitin.com/","https://www.turnitin.com/","Progressive Web App","splash-screen","Is not configured for a custom splash screen","binary","0"
"https://turnitin.com/","https://www.turnitin.com/","Progressive Web App","themed-omnibox","Does not set a theme color for the address bar.","binary","0"
"https://turnitin.com/","https://www.turnitin.com/","Progressive Web App","content-width","Content is sized correctly for the viewport","binary","1"
"https://turnitin.com/","https://www.turnitin.com/","Progressive Web App","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://turnitin.com/","https://www.turnitin.com/","Progressive Web App","apple-touch-icon","Does not provide a valid `apple-touch-icon`","binary","0"
"https://turnitin.com/","https://www.turnitin.com/","Progressive Web App","maskable-icon","Manifest doesn't have a maskable icon","binary","0"
"https://turnitin.com/","https://www.turnitin.com/","Progressive Web App","pwa-cross-browser","Site works cross-browser","manual","-1"
"https://turnitin.com/","https://www.turnitin.com/","Progressive Web App","pwa-page-transitions","Page transitions don't feel like they block on the network","manual","-1"
"https://turnitin.com/","https://www.turnitin.com/","Progressive Web App","pwa-each-page-has-url","Each page has a URL","manual","-1"
